CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE,REASON,CUSUM_ALARM
2,2025-01-01 20:54:13.058997540,Восточно-Сибирская,CSH,"Д-ВОСТ, ШЧ-14 ДВОСТ",2025,2024,0 days 19:50:53.386027938,1190.8897671323,30.57179594629997,0.0011778563015312,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,36.0,"4,6ч",8.0,"2,45ч",8.0,"2,27ч",department,"Лампы, перегорание основной нити",0
2,2025-01-01 21:17:36.235043550,Московская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,0 days 20:14:16.562073948,1214.2760345657998,23.386267433499825,0.0012956419316843,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,21.0,"2,7ч",13.0,"2,25ч",13.0,"2,98ч",department,Перегорание лампы линзового светофора,0
2,2025-01-01 22:22:38.310371388,Свердловская,CSH,"ОКТ, ШЧ-12",2025,2024,0 days 21:19:18.637401786,1279.3106233631,65.03458879730033,0.0014134275618374,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,4.0,"3,57ч",16.0,"1,03ч",18.0,"0,08ч",department,"Контактная система, увеличенное сопротивление контакта",0
2,2025-01-02 00:00:02.082184500,Восточно-Сибирская,CSH,"ЗАБ, ШЧ-9",2025,2024,0 days 22:56:42.409214898,1376.7068202483,97.39619688519974,0.0015312131919905,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,20.0,"0,47ч",4.0,"3,48ч",1.0,"2,98ч",department,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,0
1,2025-01-02 01:24:52.027229688,Восточно-Сибирская,CSH,"ОКТ, ШЧ-12",2025,2024,1 days 00:21:32.354260086,1461.5392376681,84.8324174198001,0.0016489988221436,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,23.0,"6,08ч",26.0,"2,28ч",11.0,"0,95ч",department,"Контактная система, увеличенное сопротивление контакта",0
2,2025-01-02 02:59:15.495327702,Октябрьская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,1 days 01:55:55.822358100,1555.930372635,94.39113496690015,0.0017667844522968,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,38.0,"5,9ч",14.0,"2,42ч",13.0,"2,03ч",department,"Лампы, перегорание основной нити",0
1,2025-01-02 03:33:01.869224352,Дальневосточная,CSH,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",2025,2024,1 days 02:29:42.196254750,1589.7032709125,33.77289827749996,0.0018845700824499,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,23.0,"2,88ч",3.0,"1,2ч",6.0,"0,72ч",department,Перегорание лампы линзового светофора,0
3,2025-01-02 05:13:34.758983130,Западно-Сибирская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,1 days 04:10:15.086013528,1690.2514335587998,100.54816264629972,0.002002355712603,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,"Лампы, перегорание основной нити",0
2,2025-01-02 05:21:08.494424034,Забайкальская,CSH,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",2025,2024,1 days 04:17:48.821454432,1697.8136909072002,7.562257348400408,0.0021201413427561,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,21.0,"13,87ч",15.0,"6,07ч",7.0,"2,27ч",department,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,0
1,2025-01-02 06:07:34.358882556,Дальневосточная,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,1 days 05:04:14.685912954,1744.2447652159,46.43107430869964,0.0022379269729093,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,33.0,"2,88ч",25.0,"0,45ч",13.0,"18,77ч",department,"Срабатывание, воздействие тягового тока",0
1,2025-01-02 06:07:54.819889020,Западно-Сибирская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,1 days 05:04:35.146919418,1744.5857819903,0.3410167744000318,0.0023557126030624,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,21.0,"7,28ч",0.0,,26.0,"1,22ч",department,"Жилы, внутренний обрыв",0
3,2025-01-02 06:31:05.135291412,Дальневосточная,CSH,"ОКТ, ШЧ-12",2025,2024,1 days 05:27:45.462321810,1767.7577053635,23.17192337320012,0.0024734982332155,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,"Контактная система, увеличенное сопротивление контакта",0
1,2025-01-02 06:58:02.211740496,Октябрьская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,1 days 05:54:42.538770894,1794.7089795149,26.95127415139996,0.0025912838633686,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,30.0,"10,63ч",9.0,"0,65ч",9.0,"1,85ч",department,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,0
1,2025-01-02 07:27:49.459746522,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,1 days 06:24:29.786776920,1824.496446282,29.78746676709989,0.0027090694935217,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,14.0,"8,38ч",26.0,"1,9ч",12.0,"0,82ч",department,Нарушение монтажа шкафов для размещения устройств АБ,0
2,2025-01-02 08:38:01.818006318,Октябрьская,CSH,"Д-ВОСТ, ШЧ-14 (Э)",2025,2024,1 days 07:34:42.145036716,1894.7024172786,70.20597099660017,0.0028268551236749,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,27.0,"21,42ч",15.0,"0,23ч",2.0,"0,65ч",department,Обрыв монтажного провода,0
2,2025-01-02 09:07:04.668180918,Дальневосточная,CSH,"ОКТ, ШЧ-12",2025,2024,1 days 08:03:44.995211316,1923.7499201886,29.04750290999982,0.002944640753828,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,25.0,"22,25ч",16.0,"0,92ч",69.0,"0,78ч",department,Обрыв монтажного провода,0
2,2025-01-02 09:42:14.306311806,Дальневосточная,CSH,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ",2025,2024,1 days 08:38:54.633342204,1958.9105557034,35.16063551480033,0.0030624263839811,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,24.0,"0,15ч",25.0,"1,85ч",4.0,"0,72ч",department,"Лампы, перегорание основной нити",0
2,2025-01-02 09:58:15.163329906,Октябрьская,CSH,"ГОРЬК, ШЧ-6 (Р)",2025,2024,1 days 08:54:55.490360304,1974.9248393384,16.014283634999856,0.0031802120141342,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,11.0,"4,63ч",14.0,"2,5ч",69.0,"2,22ч",department,"Жилы, обрыв",0
1,2025-01-02 10:25:50.416891656,Красноярская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,1 days 09:22:30.743922054,2002.5123987009,27.58755936249986,0.0032979976442873,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,5.0,"1,85ч",10.0,"1,85ч",10.0,"0,73ч",department,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,0
3,2025-01-02 10:41:03.850990074,Северо-Кавказская,CSH,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",2025,2024,1 days 09:37:44.178020472,2017.7363003412,15.223901640300028,0.0034157832744405,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,"Срабатывание, воздействие тягового тока",0
2,2025-01-02 10:45:33.153503304,Московская,CSH,"ГОРЬК, ШЧ-3",2025,2024,1 days 09:42:13.480533702,2022.2246755617,4.488375220500075,0.0035335689045936,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,13.0,"10,6ч",3.0,"1,82ч",1.0,"0,6ч",department,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,0
2,2025-01-02 11:40:10.105622268,Забайкальская,CSH,"Д-ВОСТ, ШЧ-14 ДВОСТ",2025,2024,1 days 10:36:50.432652666,2076.8405442111,54.61586864940023,0.0036513545347467,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,39.0,"7,93ч",4.0,"3,97ч",3.0,"1,33ч",department,"Срабатывание, коммутационные перенапряжения",0
2,2025-01-02 12:45:18.788913564,Свердловская,CSH,"З-СИБ, ШЧ-7 (Р)",2025,2024,1 days 11:41:59.115943962,2141.9852657327,65.14472152159988,0.0037691401648998,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,14.0,"7,87ч",1.0,"2,72ч",26.0,"0,8ч",department,"Контактная система, увеличенное сопротивление контакта",0
1,2025-01-02 13:42:22.039710120,Красноярская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,1 days 12:39:02.366740518,2199.0394456753,57.0541799425996,0.003886925795053,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,3.0,"6,87ч",20.0,"0,53ч",26.0,"0,43ч",department,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,0
2,2025-01-02 14:19:08.089358981,Красноярская,CSH,"ГОРЬК, ШЧ-6 (Р)",2025,2024,1 days 13:15:48.416389379,2235.806939822984,36.76749414768392,0.0040047114252061,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,28.0,"9,98ч",15.0,"1,08ч",70.0,"1,27ч",department,Перегорание лампы линзового светофора,0
2,2025-01-02 14:47:20.471728206,Октябрьская,CSH,"С-КАВ, ШЧ-18",2025,2024,1 days 13:44:00.798758604,2264.0133126434,28.20637282041661,0.0041224970553592,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,13.0,"1,73ч",0.0,,24.0,"5,7ч",department,"Лампы, перегорание основной нити",0
1,2025-01-02 16:44:51.484917702,Дальневосточная,CSH,"ОКТ, ШЧ-12",2025,2024,1 days 15:41:31.811948100,2381.530199135,117.51688649159952,0.0042402826855123,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,19.0,"11,25ч",20.0,"3,22ч",0.0,,department,"Жилы, обрыв",0
3,2025-01-02 17:28:05.052400764,Свердловская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,1 days 16:24:45.379431162,2424.7563238527,43.22612471770026,0.0043580683156654,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,Перегорание лампы линзового светофора,0
2,2025-01-02 18:06:36.242239014,Западно-Сибирская,CSH,"Д-ВОСТ, ШЧ-14 (Э)",2025,2024,1 days 17:03:16.569269412,2463.2761544902,38.51983063750004,0.0044758539458186,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,55.0,"26,77ч",13.0,"1,07ч",69.0,"1,33ч",department,"Срабатывание, воздействие тягового тока",0
1,2025-01-02 18:08:08.273117148,Красноярская,CSH,"ОКТ, ШЧ-12",2025,2024,1 days 17:04:48.600147546,2464.8100024591,1.5338479688998632,0.0045936395759717,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,6.0,"4,28ч",16.0,"0,38ч",25.0,"0,35ч",department,"Лампы, перегорание основной нити",0
3,2025-01-02 18:32:47.084123052,Забайкальская,CSH,"ГОРЬК, ШЧ-3",2025,2024,1 days 17:29:27.411153450,2489.4568525575,24.646850098400137,0.0047114252061248,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,Нарушение монтажа шкафов для размещения устройств АБ,0
2,2025-01-02 19:01:01.808383434,Северо-Кавказская,CSH,"Д-ВОСТ, ШЧ-14 ДВОСТ",2025,2024,1 days 17:57:42.135413832,2517.7022568972,28.245404339700144,0.0048292108362779,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,39.0,"0,25ч",13.0,"0,38ч",8.0,"2,87ч",department,"Контактная система, потеря контакта",0
1,2025-01-02 19:31:04.639514406,Восточно-Сибирская,CSH,"ОКТ, ШЧ-12",2025,2024,1 days 18:27:44.966544804,2547.7494424134,30.047185516199534,0.004946996466431,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,37.0,"8,48ч",20.0,"2,83ч",18.0,"0,68ч",department,Сбой АЛС с задержкой поезда,0
2,2025-01-02 20:22:19.512982878,Западно-Сибирская,CSH,"ОКТ, ШЧ-11",2025,2024,1 days 19:18:59.840013276,2598.9973335546,51.2478911412004,0.0050647820965842,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,76.0,"7,55ч",5.0,"1,55ч",16.0,"0,58ч",department,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,0
1,2025-01-02 21:07:21.700695516,Свердловская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,1 days 20:04:02.027725914,2644.0337954319,45.03646187729965,0.0051825677267373,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,11.0,"7,82ч",1.0,"1,62ч",18.0,"0,85ч",department,"Срабатывание, несоответствие номинала",0
1,2025-01-02 22:02:38.693197506,Северо-Кавказская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,1 days 20:59:19.020227904,2699.3170037984,55.28320836650028,0.0053003533568904,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,55.0,"8,33ч",11.0,"0,57ч",4.0,"0,68ч",department,"Срабатывание, воздействие тягового тока",0
2,2025-01-02 23:28:07.573247790,Октябрьская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,1 days 22:24:47.900278188,2784.7983379698,85.4813341713998,0.0054181389870435,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,7.0,"11,03ч",3.0,"3,53ч",1.0,"1,02ч",department,"Лампы, перегорание основной нити",0
2,2025-01-03 01:07:07.400626014,Горьковская,CSH,"ГОРЬК, ШЧ-6 (Р)",2025,2024,2 days 00:03:47.727656412,2883.7954609402,98.99712297040014,0.0055359246171967,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,118.0,"26,27ч",14.0,"3,85ч",29.0,"2,97ч",department,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,0
2,2025-01-03 02:21:53.649925998,Восточно-Сибирская,CSH,"С-КАВ, ШЧ-18",2025,2024,2 days 01:18:33.976956396,2958.5662826066005,74.77082166640048,0.0056537102473498,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,2.0,"4,38ч",10.0,"5,08ч",12.0,"0,67ч",department,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,0
1,2025-01-03 05:25:41.810194896,Западно-Сибирская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,2 days 04:22:22.137225294,3142.3689537549,183.8026711482994,0.0057714958775029,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,4.0,"6,8ч",2.0,"0,1ч",11.0,"3,73ч",department,Сбой АЛС с задержкой поезда,0
3,2025-01-03 05:26:47.001516618,Северо-Кавказская,CSH,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",2025,2024,2 days 04:23:27.328547016,3143.4554757836,1.086522028700074,0.005889281507656,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,"Срабатывание, коммутационные перенапряжения",0
1,2025-01-03 05:39:38.916049800,Северо-Кавказская,CSH,"ОКТ, ШЧ-11",2025,2024,2 days 04:36:19.243080198,3156.3207180033,12.86524221970012,0.0060070671378091,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,28.0,"6,02ч",15.0,"0,47ч",30.0,"1,38ч",department,"Срабатывание (перегорание), воздействие тягового тока",0
1,2025-01-03 05:40:05.811969924,Северо-Кавказская,CSH,"З-СИБ, ШЧ-7 (Р)",2025,2024,2 days 04:36:46.139000322,3156.7689833387,0.4482653353998103,0.0061248527679623,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,24.0,"4,98ч",13.0,"0,85ч",7.0,"0,17ч",department,"Контактная система, потеря контакта",0
1,2025-01-03 06:41:39.697771692,Дальневосточная,CSH,"С-КАВ, ШЧ-18",2025,2024,2 days 05:38:20.024802090,3218.3337467015,61.56476336280002,0.0062426383981154,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,15.0,"19,43ч",9.0,"1,25ч",26.0,"0,77ч",department,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,0
2,2025-01-03 08:56:28.301159958,Горьковская,CSH,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",2025,2024,2 days 07:53:08.628190356,3353.1438031726,134.81005647109987,0.0063604240282685,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,17.0,"4,78ч",25.0,"3,63ч",13.0,"2,22ч",department,"Срабатывание, воздействие тягового тока",0
1,2025-01-03 09:12:56.858596614,Московская,CSH,"ОКТ, ШЧ-11",2025,2024,2 days 08:09:37.185627012,3369.6197604502,16.475957277600173,0.0064782096584216,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,9.0,"6,38ч",10.0,"1,82ч",29.0,"1,6ч",department,Неисправность,0
1,2025-01-03 11:47:31.206366102,Свердловская,CSH,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",2025,2024,2 days 10:44:11.533396500,3524.192223275,154.5724628247999,0.0065959952885747,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,13.0,"26,27ч",20.0,"4,62ч",3.0,"4,07ч",department,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,0
2,2025-01-03 11:51:11.429201382,Октябрьская,CSH,"В-СИБ, ШЧ-14 ТАКСИМО",2025,2024,2 days 10:47:51.756231780,3527.862603863,3.670380588000171,0.0067137809187279,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,24.0,"8,53ч",14.0,"0,48ч",69.0,"4,43ч",department,"Контактная система, увеличенное сопротивление",0
1,2025-01-03 14:32:04.718702808,Московская,CSH,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ",2025,2024,2 days 13:28:45.045733206,3688.7507622201,160.8881583571001,0.006831566548881,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,37.0,"8,47ч",25.0,"0,32ч",7.0,"2,03ч",department,"Срабатывание (перегорание), воздействие тягового тока",0
2,2025-01-03 14:57:39.770932536,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,2 days 13:54:20.097962934,3714.3349660489,25.58420382879968,0.0069493521790341,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,6.0,"3,65ч",0.0,,17.0,"1,18ч",department,Нарушение монтажа шкафов для размещения устройств АБ,0
2,2025-01-03 15:03:58.644303942,Московская,CSH,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ",2025,2024,2 days 14:00:38.971334340,3720.649522239,6.31455619010012,0.0070671378091872,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,24.0,"24,32ч",4.0,"2,03ч",4.0,"3,97ч",department,"Срабатывание (перегорание), воздействие тягового тока",0
3,2025-01-03 15:43:15.636586944,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,2 days 14:39:55.963617342,3759.9327269557,39.28320471670031,0.0071849234393404,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,,,,,,,department,"Лампы, перегорание основной нити",0
1,2025-01-03 16:00:47.005879956,Дальневосточная,CSH,"ОКТ, ШЧ-11",2025,2024,2 days 14:57:27.332910354,3777.4555485059,17.52282155019975,0.0073027090694935,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,34.0,"16,88ч",15.0,"4,05ч",30.0,"2,18ч",department,"Срабатывание (перегорание), воздействие тягового тока",0
2,2025-01-03 16:20:34.903730838,Западно-Сибирская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,2 days 15:17:15.230761236,3797.2538460206,19.79829751469969,0.0074204946996466,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,12.0,"9,15ч",2.0,"0,32ч",69.0,"1,43ч",department,"Срабатывание, воздействие тягового тока",0
2,2025-01-03 16:42:15.636892290,Западно-Сибирская,CSH,"ОКТ, ШЧ-12",2025,2024,2 days 15:38:55.963922688,3818.9327320448,21.67888602420044,0.0075382803297997,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,56.0,"8,58ч",6.0,"29,18ч",18.0,"1,18ч",department,"Контактная система, увеличенное сопротивление",0
1,2025-01-03 18:18:11.635372506,Забайкальская,CSH,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",2025,2024,2 days 17:14:51.962402904,3914.8660400484,95.9333080035999,0.0076560659599528,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,17.0,"2,5ч",2.0,"0,92ч",31.0,"3,05ч",department,"Контактная система, увеличенное сопротивление",0
2,2025-01-03 19:03:56.301904338,Октябрьская,CSH,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",2025,2024,2 days 18:00:36.628934736,3960.610482245601,45.74444219720044,0.007773851590106,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,25.0,"0,18ч",1.0,"1,55ч",25.0,"2,87ч",department,Нарушение монтажа шкафов для размещения устройств АБ,0
2,2025-01-03 19:25:57.643465464,Дальневосточная,CSH,"ГОРЬК, ШЧ-6 (Р)",2025,2024,2 days 18:22:37.970495862,3982.6328415977,22.02235935209956,0.0078916372202591,Зима,1,1,0.0169355467227807,0.0169355467227807,0.0508066401683421,731.615618424129,0,0,13.0,"28,88ч",25.0,"2,72ч",29.0,"1,3ч",department,"Контактная система, потеря контакта",0
