CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,MONTH,LAMBDA_MONTH
2,2025-03-07 19:25:09.406541700,Восточно-Сибирская,SYNTHETIC,2025,45 days 03:52:10.487500860,9805.156775695084,35.43533982898502,0.08187134502923976,Весна,3,33.72860654597177
2,2025-03-08 00:45:20.974351920,Восточно-Сибирская,SYNTHETIC,2025,45 days 09:12:22.055311080,10125.34957253202,320.1927968369362,0.0847953216374269,Весна,3,33.72860654597177
2,2025-03-09 21:12:52.889151240,Восточно-Сибирская,SYNTHETIC,2025,47 days 05:39:53.970110400,12792.881485854183,2667.5319133221624,0.08771929824561403,Весна,3,33.72860654597177
2,2025-03-11 15:42:31.262200320,Восточно-Сибирская,SYNTHETIC,2025,49 days 00:09:32.343159480,15342.521036672417,2549.639550818234,0.09064327485380116,Весна,3,33.72860654597177
2,2025-03-12 02:30:54.197384040,Восточно-Сибирская,SYNTHETIC,2025,49 days 10:57:55.278343200,15990.903289733591,648.3822530611737,0.0935672514619883,Весна,3,33.72860654597177
2,2025-03-13 23:04:11.535816240,Восточно-Сибирская,SYNTHETIC,2025,51 days 07:31:12.616775400,18664.19226360445,2673.2889738708586,0.09649122807017543,Весна,3,33.72860654597177
2,2025-03-14 14:00:23.162695260,Восточно-Сибирская,SYNTHETIC,2025,51 days 22:27:24.243654420,19560.38604492093,896.1937813164794,0.09941520467836257,Весна,3,33.72860654597177
2,2025-03-15 00:08:05.244648720,Восточно-Сибирская,SYNTHETIC,2025,52 days 08:35:06.325607880,20168.087410812426,607.7013658914951,0.1023391812865497,Весна,3,33.72860654597177
2,2025-03-15 20:14:40.764317700,Восточно-Сибирская,SYNTHETIC,2025,53 days 04:41:41.845276860,21374.679405294955,1206.591994482528,0.10526315789473684,Весна,3,33.72860654597177
2,2025-03-16 02:31:37.518992880,Восточно-Сибирская,SYNTHETIC,2025,53 days 10:58:38.599952040,21751.62531654754,376.94591125258216,0.10818713450292397,Весна,3,33.72860654597177
2,2025-03-16 17:40:02.617913640,Восточно-Сибирская,SYNTHETIC,2025,54 days 02:07:03.698872800,22660.043631893797,908.4183153462567,0.1111111111111111,Весна,3,33.72860654597177
2,2025-03-17 09:41:11.719376100,Восточно-Сибирская,SYNTHETIC,2025,54 days 18:08:12.800335260,23621.19532293497,961.1516910411734,0.11403508771929824,Весна,3,33.72860654597177
2,2025-03-17 21:58:20.408701800,Восточно-Сибирская,SYNTHETIC,2025,55 days 06:25:21.489660960,24358.340145029902,737.1448220949331,0.11695906432748537,Весна,3,33.72860654597177
2,2025-03-17 22:27:59.657476260,Восточно-Сибирская,SYNTHETIC,2025,55 days 06:55:00.738435420,24387.994291271385,29.65414624148076,0.11988304093567251,Весна,3,33.72860654597177
2,2025-03-18 14:54:50.721516420,Восточно-Сибирская,SYNTHETIC,2025,55 days 23:21:51.802475580,25374.84535860696,986.851067335574,0.12280701754385964,Весна,3,33.72860654597177
2,2025-03-19 08:39:38.916708360,Восточно-Сибирская,SYNTHETIC,2025,56 days 17:06:39.997667520,26439.648611806446,1064.8032531994875,0.12573099415204678,Весна,3,33.72860654597177
2,2025-03-21 23:31:24.962663520,Восточно-Сибирская,SYNTHETIC,2025,59 days 07:58:26.043622680,30211.416044392005,3771.767432585559,0.1286549707602339,Весна,3,33.72860654597177
2,2025-03-22 10:47:16.353802620,Восточно-Сибирская,SYNTHETIC,2025,59 days 19:14:17.434761780,30887.272563376562,675.8565189845573,0.13157894736842105,Весна,3,33.72860654597177
2,2025-03-23 07:19:38.942913660,Восточно-Сибирская,SYNTHETIC,2025,60 days 15:46:40.023872820,32119.649048560652,1232.3764851840888,0.13450292397660818,Весна,3,33.72860654597177
2,2025-03-25 18:03:40.325663520,Восточно-Сибирская,SYNTHETIC,2025,63 days 02:30:41.406622680,35643.67209439171,3524.023045831059,0.13742690058479531,Весна,3,33.72860654597177
2,2025-03-25 21:41:33.898375800,Восточно-Сибирская,SYNTHETIC,2025,63 days 06:08:34.979334960,35861.564972929955,217.89287853824786,0.14035087719298245,Весна,3,33.72860654597177
2,2025-03-27 04:52:15.904671299,Восточно-Сибирская,SYNTHETIC,2025,64 days 13:19:16.985630459,37732.26507785547,1870.7001049255116,0.14327485380116958,Весна,3,33.72860654597177
2,2025-03-27 07:30:29.983169520,Восточно-Сибирская,SYNTHETIC,2025,64 days 15:57:31.064128680,37890.49971949194,158.23464163647796,0.14619883040935672,Весна,3,33.72860654597177
2,2025-03-27 07:56:51.606996900,Восточно-Сибирская,SYNTHETIC,2025,64 days 16:23:52.687956060,37916.86011661463,26.36039712268827,0.14912280701754385,Весна,3,33.72860654597177
2,2025-04-01 00:24:20.900143800,Восточно-Сибирская,SYNTHETIC,2025,69 days 08:51:21.981102960,24.348335730404052,24.348335730404052,0.15204678362573099,Весна,4,33.72860654597177
2,2025-04-01 15:20:53.578689060,Восточно-Сибирская,SYNTHETIC,2025,69 days 23:47:54.659648220,920.8929781506077,896.5446424202037,0.15497076023391812,Весна,4,33.72860654597177
2,2025-04-01 16:01:09.302358000,Восточно-Сибирская,SYNTHETIC,2025,70 days 00:28:10.383317160,961.155039300329,40.26206114972123,0.15789473684210525,Весна,4,33.72860654597177
2,2025-04-01 22:18:38.285622360,Восточно-Сибирская,SYNTHETIC,2025,70 days 06:45:39.366581520,1338.6380937057493,377.4830544054203,0.1608187134502924,Весна,4,33.72860654597177
2,2025-04-05 03:02:49.173235500,Восточно-Сибирская,SYNTHETIC,2025,73 days 11:29:50.254194660,5942.819553924543,4604.181460218793,0.16374269005847952,Весна,4,33.72860654597177
2,2025-04-07 03:06:17.975044260,Восточно-Сибирская,SYNTHETIC,2025,75 days 11:33:19.056003420,8826.299584070764,2883.4800301462224,0.16666666666666666,Весна,4,33.72860654597177
2,2025-04-07 04:11:13.469926380,Восточно-Сибирская,SYNTHETIC,2025,75 days 12:38:14.550885540,8891.224498772805,64.92491470203996,0.1695906432748538,Весна,4,33.72860654597177
2,2025-04-07 19:56:28.476684540,Восточно-Сибирская,SYNTHETIC,2025,76 days 04:23:29.557643700,9836.474611408787,945.2501126359815,0.17251461988304093,Весна,4,33.72860654597177
2,2025-04-08 14:22:49.292179380,Восточно-Сибирская,SYNTHETIC,2025,76 days 22:49:50.373138540,10942.821536323107,1106.3469249143195,0.17543859649122806,Весна,4,33.72860654597177
2,2025-04-08 17:49:21.953033400,Восточно-Сибирская,SYNTHETIC,2025,77 days 02:16:23.033992560,11149.365883889506,206.5443475664003,0.1783625730994152,Весна,4,33.72860654597177
2,2025-04-09 10:50:52.238142840,Восточно-Сибирская,SYNTHETIC,2025,77 days 19:17:53.319102,12170.870635714047,1021.5047518245418,0.18128654970760233,Весна,4,33.72860654597177
2,2025-04-10 02:08:40.237817220,Восточно-Сибирская,SYNTHETIC,2025,78 days 10:35:41.318776380,13088.670630287055,917.7999945730079,0.18421052631578946,Весна,4,33.72860654597177
2,2025-04-12 17:24:53.411451240,Восточно-Сибирская,SYNTHETIC,2025,81 days 01:51:54.492410400,16884.890190854218,3796.219560567162,0.1871345029239766,Весна,4,33.72860654597177
2,2025-04-13 00:19:05.927652420,Восточно-Сибирская,SYNTHETIC,2025,81 days 08:46:07.008611580,17299.098794206613,414.20860335239564,0.19005847953216373,Весна,4,33.72860654597177
2,2025-04-13 22:31:06.346274460,Восточно-Сибирская,SYNTHETIC,2025,82 days 06:58:07.427233620,18631.105771241284,1332.0069770346704,0.19298245614035087,Весна,4,33.72860654597177
2,2025-04-16 00:18:52.204074600,Восточно-Сибирская,SYNTHETIC,2025,84 days 08:45:53.285033760,21618.87006790994,2987.7642966686544,0.195906432748538,Весна,4,33.72860654597177
2,2025-04-17 21:03:50.634822540,Восточно-Сибирская,SYNTHETIC,2025,86 days 05:30:51.715781700,24303.843913708613,2684.973845798675,0.19883040935672514,Весна,4,33.72860654597177
2,2025-04-18 05:46:42.211723920,Восточно-Сибирская,SYNTHETIC,2025,86 days 14:13:43.292683080,24826.703528732003,522.8596150233911,0.20175438596491227,Весна,4,33.72860654597177
2,2025-04-20 08:36:11.187576060,Восточно-Сибирская,SYNTHETIC,2025,88 days 17:03:12.268535220,27876.186459601282,3049.482930869278,0.2046783625730994,Весна,4,33.72860654597177
2,2025-04-20 14:53:37.677419760,Восточно-Сибирская,SYNTHETIC,2025,88 days 23:20:38.758378920,28253.627956996257,377.4414973949747,0.20760233918128654,Весна,4,33.72860654597177
2,2025-04-20 15:55:52.347165480,Восточно-Сибирская,SYNTHETIC,2025,89 days 00:22:53.428124640,28315.87245275807,62.24449576181522,0.21052631578947367,Весна,4,33.72860654597177
2,2025-04-21 02:08:04.107187079,Восточно-Сибирская,SYNTHETIC,2025,89 days 10:35:05.188146239,28928.06845311768,612.1960003596096,0.2134502923976608,Весна,4,33.72860654597177
2,2025-04-21 22:13:49.503425040,Восточно-Сибирская,SYNTHETIC,2025,90 days 06:40:50.584384200,30133.825057084003,1205.7566039663204,0.21637426900584794,Весна,4,33.72860654597177
2,2025-04-22 17:54:34.378641240,Восточно-Сибирская,SYNTHETIC,2025,91 days 02:21:35.459600400,31314.57297735384,1180.7479202698391,0.21929824561403508,Весна,4,33.72860654597177
2,2025-04-22 19:50:24.779235600,Восточно-Сибирская,SYNTHETIC,2025,91 days 04:17:25.860194760,31430.41298726012,115.84000990627987,0.2222222222222222,Весна,4,33.72860654597177
2,2025-04-23 10:23:42.150434220,Восточно-Сибирская,SYNTHETIC,2025,91 days 18:50:43.231393380,32303.70250723676,873.2895199766439,0.22514619883040934,Весна,4,33.72860654597177
2,2025-04-23 19:44:10.356940200,Восточно-Сибирская,SYNTHETIC,2025,92 days 04:11:11.437899360,32864.17261566985,560.4701084330874,0.22807017543859648,Весна,4,33.72860654597177
2,2025-04-25 17:29:13.351264260,Восточно-Сибирская,SYNTHETIC,2025,94 days 01:56:14.432223420,35609.22252107125,2745.0499054014,0.2309941520467836,Весна,4,33.72860654597177
2,2025-04-26 01:56:31.017443879,Восточно-Сибирская,SYNTHETIC,2025,94 days 10:23:32.098403039,36116.51695739849,507.2944363272407,0.23391812865497075,Весна,4,33.72860654597177
2,2025-04-26 17:10:35.992763220,Восточно-Сибирская,SYNTHETIC,2025,95 days 01:37:37.073722380,37030.59987938703,914.0829219885437,0.23684210526315788,Весна,4,33.72860654597177
2,2025-04-27 01:45:35.261201880,Восточно-Сибирская,SYNTHETIC,2025,95 days 10:12:36.342161040,37545.58768669848,514.9878073114497,0.23976608187134502,Весна,4,33.72860654597177
2,2025-04-27 10:19:17.341356180,Восточно-Сибирская,SYNTHETIC,2025,95 days 18:46:18.422315340,38059.289022603145,513.7013359046626,0.24269005847953215,Весна,4,33.72860654597177
2,2025-04-30 10:38:53.257815060,Восточно-Сибирская,SYNTHETIC,2025,98 days 19:05:54.338774220,42398.88763025072,4339.598607647574,0.24561403508771928,Весна,4,33.72860654597177
2,2025-05-01 02:36:39.908556960,Восточно-Сибирская,SYNTHETIC,2025,99 days 11:03:40.989516120,43356.665142615595,957.7775123648725,0.24853801169590642,Весна,4,33.72860654597177
2,2025-05-01 06:48:22.183594140,Восточно-Сибирская,SYNTHETIC,2025,99 days 15:15:23.264553300,408.369726569059,408.369726569059,0.25146198830409355,Весна,5,33.72860654597177
2,2025-05-01 18:49:30.209309940,Восточно-Сибирская,SYNTHETIC,2025,100 days 03:16:31.290269100,1129.5034884987076,721.1337619296486,0.2543859649122807,Весна,5,33.72860654597177
2,2025-05-02 16:21:22.066736640,Восточно-Сибирская,SYNTHETIC,2025,101 days 00:48:23.147695800,2421.3677789441836,1291.864290445476,0.2573099415204678,Весна,5,33.72860654597177
2,2025-05-02 22:39:59.993922480,Восточно-Сибирская,SYNTHETIC,2025,101 days 07:07:01.074881640,2799.9998987076433,378.6321197634596,0.260233918128655,Весна,5,33.72860654597177
2,2025-05-04 06:56:33.101037659,Восточно-Сибирская,SYNTHETIC,2025,102 days 15:23:34.181996819,4736.551683961026,1936.5517852533828,0.2631578947368421,Весна,5,33.72860654597177
2,2025-05-08 01:36:29.090053620,Восточно-Сибирская,SYNTHETIC,2025,106 days 10:03:30.171012780,10176.48483422728,5439.9331502662535,0.26608187134502925,Весна,5,33.72860654597177
2,2025-05-08 12:43:35.473791660,Восточно-Сибирская,SYNTHETIC,2025,106 days 21:10:36.554750820,10843.591229861073,667.1063956337937,0.26900584795321636,Весна,5,33.72860654597177
2,2025-05-08 14:29:05.529509520,Восточно-Сибирская,SYNTHETIC,2025,106 days 22:56:06.610468680,10949.092158491781,105.50092863070937,0.2719298245614035,Весна,5,33.72860654597177
2,2025-05-09 06:44:50.667600600,Восточно-Сибирская,SYNTHETIC,2025,107 days 15:11:51.748559760,11924.844460009794,975.7523015180126,0.27485380116959063,Весна,5,33.72860654597177
2,2025-05-09 18:05:17.838964260,Восточно-Сибирская,SYNTHETIC,2025,108 days 02:32:18.919923420,12605.297316071463,680.4528560616691,0.2777777777777778,Весна,5,33.72860654597177
2,2025-05-10 03:22:29.516661300,Восточно-Сибирская,SYNTHETIC,2025,108 days 11:49:30.597620460,13162.491944355093,557.1946282836302,0.2807017543859649,Весна,5,33.72860654597177
2,2025-05-12 03:53:57.116418180,Восточно-Сибирская,SYNTHETIC,2025,110 days 12:20:58.197377340,16073.951940302732,2911.459995947638,0.28362573099415206,Весна,5,33.72860654597177
2,2025-05-12 13:14:53.172868440,Восточно-Сибирская,SYNTHETIC,2025,110 days 21:41:54.253827600,16634.88621447431,560.9342741715795,0.28654970760233917,Весна,5,33.72860654597177
2,2025-05-13 18:09:54.465237240,Восточно-Сибирская,SYNTHETIC,2025,112 days 02:36:55.546196400,18369.907753954343,1735.021539480033,0.2894736842105263,Весна,5,33.72860654597177
2,2025-05-14 03:56:45.721861860,Восточно-Сибирская,SYNTHETIC,2025,112 days 12:23:46.802821020,18956.762031030634,586.8542770762898,0.29239766081871343,Весна,5,33.72860654597177
2,2025-05-16 07:51:08.960181240,Восточно-Сибирская,SYNTHETIC,2025,114 days 16:18:10.041140400,22071.149336353785,3114.38730532315,0.2953216374269006,Весна,5,33.72860654597177
2,2025-05-16 23:47:25.491336180,Восточно-Сибирская,SYNTHETIC,2025,115 days 08:14:26.572295340,23027.424855603396,956.2755192496127,0.2982456140350877,Весна,5,33.72860654597177
2,2025-05-17 02:10:35.638791240,Восточно-Сибирская,SYNTHETIC,2025,115 days 10:37:36.719750400,23170.593979854224,143.16912425082594,0.30116959064327486,Весна,5,33.72860654597177
2,2025-05-20 17:55:19.910570760,Восточно-Сибирская,SYNTHETIC,2025,119 days 02:22:20.991529920,28435.331842846426,5264.737862992202,0.30409356725146197,Весна,5,33.72860654597177
2,2025-05-21 06:25:48.437504520,Восточно-Сибирская,SYNTHETIC,2025,119 days 14:52:49.518463680,29185.807291741803,750.4754488953756,0.30701754385964913,Весна,5,33.72860654597177
2,2025-05-21 07:39:38.249382240,Восточно-Сибирская,SYNTHETIC,2025,119 days 16:06:39.330341400,29259.63748970432,73.83019796251884,0.30994152046783624,Весна,5,33.72860654597177
2,2025-05-21 16:06:15.797740439,Восточно-Сибирская,SYNTHETIC,2025,120 days 00:33:16.878699599,29766.263295673838,506.62580596951625,0.3128654970760234,Весна,5,33.72860654597177
2,2025-05-22 03:19:25.210539240,Восточно-Сибирская,SYNTHETIC,2025,120 days 11:46:26.291498400,30439.42017565394,673.1568799801037,0.3157894736842105,Весна,5,33.72860654597177
2,2025-05-24 00:55:30.098372100,Восточно-Сибирская,SYNTHETIC,2025,122 days 09:22:31.179331260,33175.5016395355,2736.081463881554,0.31871345029239767,Весна,5,33.72860654597177
2,2025-05-25 13:26:03.605280000,Восточно-Сибирская,SYNTHETIC,2025,123 days 21:53:04.686239160,35366.06008800033,2190.5584484648352,0.3216374269005848,Весна,5,33.72860654597177
2,2025-05-25 20:56:25.160778600,Восточно-Сибирская,SYNTHETIC,2025,124 days 05:23:26.241737760,35816.4193463098,450.3592583094622,0.32456140350877194,Весна,5,33.72860654597177
2,2025-05-26 08:07:32.477211720,Восточно-Сибирская,SYNTHETIC,2025,124 days 16:34:33.558170880,36487.54128686172,671.1219405519241,0.32748538011695905,Весна,5,33.72860654597177
2,2025-05-26 15:16:48.758471640,Восточно-Сибирская,SYNTHETIC,2025,124 days 23:43:49.839430800,36916.81264119441,429.271354332691,0.3304093567251462,Весна,5,33.72860654597177
2,2025-05-26 21:56:45.596545260,Восточно-Сибирская,SYNTHETIC,2025,125 days 06:23:46.677504420,37316.759942421406,399.9473012269947,0.3333333333333333,Весна,5,33.72860654597177
2,2025-05-27 17:45:38.474787600,Восточно-Сибирская,SYNTHETIC,2025,126 days 02:12:39.555746760,38505.641246459694,1188.8813040382897,0.3362573099415205,Весна,5,33.72860654597177
2,2025-05-27 21:09:47.431333380,Восточно-Сибирская,SYNTHETIC,2025,126 days 05:36:48.512292540,38709.79052222277,204.14927576307704,0.3391812865497076,Весна,5,33.72860654597177
2,2025-05-29 12:53:54.696891780,Восточно-Сибирская,SYNTHETIC,2025,127 days 21:20:55.777850940,41093.91161486323,2384.1210926404606,0.34210526315789475,Весна,5,33.72860654597177
2,2025-05-30 02:40:29.850615300,Восточно-Сибирская,SYNTHETIC,2025,128 days 11:07:30.931574460,41920.49751025529,826.5858953920589,0.34502923976608185,Весна,5,33.72860654597177
2,2025-05-31 21:39:55.901873220,Восточно-Сибирская,SYNTHETIC,2025,130 days 06:06:56.982832380,44499.931697887005,2579.4341876317144,0.347953216374269,Весна,5,33.72860654597177
2,2025-06-01 02:43:07.569636600,Восточно-Сибирская,SYNTHETIC,2025,130 days 11:10:08.650595760,163.12616060979525,163.12616060979525,0.3508771929824561,Лето,6,44.09055931311004
2,2025-06-01 15:47:28.034048520,Восточно-Сибирская,SYNTHETIC,2025,131 days 00:14:29.115007680,947.4672341423509,784.3410735325557,0.3538011695906433,Лето,6,44.09055931311004
2,2025-06-01 17:23:58.372220160,Восточно-Сибирская,SYNTHETIC,2025,131 days 01:50:59.453179320,1043.9728703357853,96.50563619343444,0.3567251461988304,Лето,6,44.09055931311004
2,2025-06-01 18:39:49.878183960,Восточно-Сибирская,SYNTHETIC,2025,131 days 03:06:50.959143120,1119.8313030656877,75.85843272990238,0.35964912280701755,Лето,6,44.09055931311004
2,2025-06-02 00:32:25.323280200,Восточно-Сибирская,SYNTHETIC,2025,131 days 08:59:26.404239360,1472.4220546699169,352.59075160422907,0.36257309941520466,Лето,6,44.09055931311004
2,2025-06-02 18:52:41.477171460,Восточно-Сибирская,SYNTHETIC,2025,132 days 03:19:42.558130620,2572.6912861909614,1100.2692315210447,0.3654970760233918,Лето,6,44.09055931311004
2,2025-06-02 23:01:04.182698039,Восточно-Сибирская,SYNTHETIC,2025,132 days 07:28:05.263657199,2821.0697116339124,248.37842544295097,0.3684210526315789,Лето,6,44.09055931311004
2,2025-06-03 10:43:08.306039400,Восточно-Сибирская,SYNTHETIC,2025,132 days 19:10:09.386998560,3523.1384339902825,702.0687223563701,0.3713450292397661,Лето,6,44.09055931311004
2,2025-06-03 20:34:43.798457640,Восточно-Сибирская,SYNTHETIC,2025,133 days 05:01:44.879416800,4114.729974294343,591.5915403040606,0.3742690058479532,Лето,6,44.09055931311004
2,2025-06-07 14:17:01.117585980,Восточно-Сибирская,SYNTHETIC,2025,136 days 22:44:02.198545140,9497.018626433008,5382.288652138664,0.37719298245614036,Лето,6,44.09055931311004
2,2025-06-08 09:19:19.258547460,Восточно-Сибирская,SYNTHETIC,2025,137 days 17:46:20.339506620,10639.320975790997,1142.3023493579892,0.38011695906432746,Лето,6,44.09055931311004
2,2025-06-08 11:58:54.282593400,Восточно-Сибирская,SYNTHETIC,2025,137 days 20:25:55.363552560,10798.904709889668,159.58373409867104,0.3830409356725146,Лето,6,44.09055931311004
2,2025-06-08 15:38:11.952407040,Восточно-Сибирская,SYNTHETIC,2025,138 days 00:05:13.033366200,11018.199206783607,219.2944968939389,0.38596491228070173,Лето,6,44.09055931311004
2,2025-06-08 18:36:31.760542020,Восточно-Сибирская,SYNTHETIC,2025,138 days 03:03:32.841501180,11196.529342367165,178.33013558355694,0.3888888888888889,Лето,6,44.09055931311004
2,2025-06-09 18:03:05.215573680,Восточно-Сибирская,SYNTHETIC,2025,139 days 02:30:06.296532840,12603.086926228487,1406.557583861322,0.391812865497076,Лето,6,44.09055931311004
2,2025-06-11 03:02:00.163611540,Восточно-Сибирская,SYNTHETIC,2025,140 days 11:29:01.244570700,14582.00272685945,1978.915800630962,0.39473684210526316,Лето,6,44.09055931311004
2,2025-06-13 02:17:59.039328960,Восточно-Сибирская,SYNTHETIC,2025,142 days 10:45:00.120288120,17417.983988816173,2835.9812619567233,0.39766081871345027,Лето,6,44.09055931311004
2,2025-06-13 07:36:26.410429980,Восточно-Сибирская,SYNTHETIC,2025,142 days 16:03:27.491389140,17736.440173833296,318.45618501712414,0.40058479532163743,Лето,6,44.09055931311004
2,2025-06-13 15:23:23.725466400,Восточно-Сибирская,SYNTHETIC,2025,142 days 23:50:24.806425560,18203.39542444033,466.95525060703113,0.40350877192982454,Лето,6,44.09055931311004
2,2025-06-14 02:31:03.292584900,Восточно-Сибирская,SYNTHETIC,2025,143 days 10:58:04.373544060,18871.05487641497,667.6594519746433,0.4064327485380117,Лето,6,44.09055931311004
2,2025-06-15 00:03:59.304877440,Восточно-Сибирская,SYNTHETIC,2025,144 days 08:31:00.385836600,20163.9884146243,1292.9335382093273,0.4093567251461988,Лето,6,44.09055931311004
2,2025-06-15 19:32:46.661751180,Восточно-Сибирская,SYNTHETIC,2025,145 days 03:59:47.742710340,21332.777695852772,1168.789281228475,0.41228070175438597,Лето,6,44.09055931311004
2,2025-06-16 09:07:30.918079679,Восточно-Сибирская,SYNTHETIC,2025,145 days 17:34:31.999038839,22147.515301328476,814.7376054757057,0.4152046783625731,Лето,6,44.09055931311004
2,2025-06-17 19:01:43.640176680,Восточно-Сибирская,SYNTHETIC,2025,147 days 03:28:44.721135840,24181.72733627835,2034.2120349498737,0.41812865497076024,Лето,6,44.09055931311004
2,2025-06-18 17:39:23.179408860,Восточно-Сибирская,SYNTHETIC,2025,148 days 02:06:24.260368020,25539.386323481085,1357.6589872027353,0.42105263157894735,Лето,6,44.09055931311004
