CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE,REASON
2,2025-01-18 21:18:41.266657284,Южно-Уральская,CT,"Ю-УР, ШЧ-4 (Э)",2025,2024,17 days 20:18:02.275899972,25698.0379316662,301.13539308950203,0.0732394366197183,Зима,1,1,0.001900441872287,0.0006334806240957,0.001900441872287,27.36636296093536,1,0,18,"1,3ч",16,"0,43ч",4,"1,95ч",road,Выщербина на ободе колеса грузового вагона
2,2025-01-19 18:07:37.463049246,Южно-Уральская,CV,"Ю-УР, ШЧ-10 (Р)",2025,2024,18 days 17:06:58.472291934,26946.9745381989,1248.9366065327013,0.076056338028169,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,11,"12,9ч",20,"3,78ч",70,"1,05ч",road,Тонкий гребень колеса грузового вагона
3,2025-01-21 05:21:03.384962754,Южно-Уральская,CSH,"Ю-УР, ШЧ-10 (Р)",2025,2024,20 days 04:20:24.394205442,29060.406570090698,2113.432031891796,0.0788732394366197,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
1,2025-01-21 14:05:46.646574000,Южно-Уральская,CV,"Ю-УР, ШЧ-8 (Э)",2025,2024,20 days 13:05:07.655816688,29585.1275969448,524.7210268541021,0.0816901408450704,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,12,"4,07ч",9,"0,13ч",26,"0,57ч",road,Тонкий гребень колеса грузового вагона
1,2025-01-22 05:00:50.755761396,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,21 days 04:00:11.765004084,30480.1960834014,895.0684864565992,0.0845070422535211,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,12,"18,7ч",25,"2,15ч",11,"8,45ч",road,Тонкий гребень колеса грузового вагона
1,2025-01-23 22:25:12.380736852,Южно-Уральская,CSH,"Ю-УР, ШЧ-10 (Р)",2025,2024,22 days 21:24:33.389979540,32964.556499659,2484.360416257597,0.0873239436619718,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,24,"30,15ч",25,"2,88ч",8,"1,32ч",road,Перегорание лампы линзового светофора
3,2025-01-26 17:43:32.315005290,Южно-Уральская,CV,"Ю-УР, ШЧ-8 (Э)",2025,2024,25 days 16:42:53.324247978,37002.8887374663,4038.332237807306,0.0901408450704225,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-01-29 04:06:59.993003130,Южно-Уральская,CSH,"Ю-УР, ШЧ-4 (Э)",2025,2024,28 days 03:06:21.002245818,40506.3500374303,3503.461299963994,0.0929577464788732,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы
2,2025-01-29 21:12:05.989670298,Южно-Уральская,CT,"Ю-УР, ШЧ-4 (Э)",2025,2024,28 days 20:11:26.998912986,41531.449981883095,1025.0999444527988,0.0957746478873239,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,22,"1,82ч",0,,22,"4,07ч",road,Тонкий гребень колеса грузового вагона
3,2025-01-30 16:33:34.739685924,Южно-Уральская,CV,"Ю-УР, ШЧ-13 (Р)",2025,2024,29 days 15:32:55.748928612,42692.9291488102,1161.4791669271071,0.0985915492957746,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-01-31 12:22:26.463189672,Южно-Уральская,CSH,"Ю-УР, ШЧ-13 (Р)",2025,2024,30 days 11:21:47.472432360,43881.791207206,1188.8620583957963,0.1014084507042253,Зима,1,1,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы
2,2025-02-02 17:47:34.389460224,Южно-Уральская,CSH,"Ю-УР, ШЧ-4 (Э)",2025,2024,32 days 16:46:55.398702912,47086.9233117152,3205.1321045092045,0.104225352112676,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,14,"5,4ч",8,"0,38ч",9,"1,08ч",road,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы
3,2025-02-04 17:59:51.200267766,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,34 days 16:59:12.209510454,49979.2034918409,2892.2801801256937,0.1070422535211267,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-02-05 03:49:07.028994756,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,35 days 02:48:28.038237444,50568.467303957405,589.2638121165073,0.1098591549295774,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-02-05 08:29:42.742857888,Южно-Уральская,CV,"Ю-УР, ШЧ-13 (Р)",2025,2024,35 days 07:29:03.752100576,50849.0625350096,280.59523105219705,0.1126760563380281,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-02-05 21:01:43.292657202,Южно-Уральская,CV,"Ю-УР, ШЧ-8 (Э)",2025,2024,35 days 20:01:04.301899890,51601.0716983315,752.0091633218981,0.1154929577464788,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы
2,2025-02-06 05:58:49.846767876,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,36 days 04:58:10.856010564,52138.1809335094,537.1092351779007,0.1183098591549295,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,10,"11,57ч",10,"5,75ч",9,"18,77ч",road,Перегорание лампы линзового светофора
2,2025-02-09 13:12:40.666364046,Южно-Уральская,CV,"Ю-УР, ШЧ-13 (Р)",2025,2024,39 days 12:12:01.675606734,56892.0279267789,4753.846993269501,0.1211267605633802,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,26,"2,35ч",5,"0,68ч",37,"0,22ч",road,Тонкий гребень колеса грузового вагона
1,2025-02-09 21:20:39.987662118,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,39 days 20:20:00.996904806,57380.016615080094,487.9886883011932,0.1239436619718309,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,24,"1,75ч",26,"1,85ч",11,"2,08ч",road,Тонкий гребень колеса грузового вагона
3,2025-02-10 02:36:15.713051022,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,40 days 01:35:36.722293710,57695.6120382285,315.5954231484065,0.1267605633802817,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,"Лампы, перегорание основной нити"
1,2025-02-12 15:02:52.509516582,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,42 days 14:02:13.518759270,61322.2253126545,3626.613274426003,0.1295774647887324,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,5,"24,28ч",15,"1,92ч",2,"1,72ч",road,Тонкий гребень колеса грузового вагона
2,2025-02-12 17:25:39.320722902,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,42 days 16:25:00.329965590,61465.0054994265,142.78018677199725,0.1323943661971831,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,34,"10,4ч",2,"2,62ч",18,"3,72ч",road,Тонкий гребень колеса грузового вагона
3,2025-02-13 01:21:32.492667030,Южно-Уральская,CV,"Ю-УР, ШЧ-13 (Р)",2025,2024,43 days 00:20:53.501909718,61940.891698495296,475.88619906879467,0.1352112676056338,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
2,2025-02-13 16:34:19.686284526,Южно-Уральская,CSH,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",2025,2024,43 days 15:33:40.695527214,62853.6782587869,912.7865602916064,0.1380281690140845,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,76,"7,45ч",25,"0,7ч",0,,road,Тонкий гребень колеса грузового вагона
3,2025-02-14 16:21:34.511776932,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,44 days 15:20:55.521019620,64280.925350327,1427.247091540099,0.1408450704225352,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
2,2025-02-15 02:48:17.268398538,Южно-Уральская,CSH,"Ю-УР, ШЧ-4 (Э)",2025,2024,45 days 01:47:38.277641226,64907.6379606871,626.7126103600967,0.1436619718309859,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,30,"13,65ч",7,"0,07ч",10,"2,07ч",road,Тонкий гребень колеса грузового вагона
1,2025-02-15 20:50:37.855900092,Южно-Уральская,CV,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",2025,2024,45 days 19:49:58.865142780,65989.98108571299,1082.3431250258946,0.1464788732394366,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,39,"13,97ч",26,"3,38ч",7,"2,77ч",road,Тонкий гребень колеса грузового вагона
3,2025-02-16 02:40:34.577078340,Южно-Уральская,CSH,"Ю-УР, ШЧ-13 (Р)",2025,2024,46 days 01:39:55.586321028,66339.9264386838,349.94535297081165,0.1492957746478873,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
1,2025-02-17 01:08:37.203828756,Южно-Уральская,CV,"Ю-УР, ШЧ-10 (Р)",2025,2024,47 days 00:07:58.213071444,67687.97021785741,1348.043779173604,0.152112676056338,Зима,1,2,0.0006334806240957,0.0006334806240957,0.001900441872287,27.36636296093536,0,0,24,"2,88ч",15,"80,4ч",1,"1,62ч",road,Тонкий гребень колеса грузового вагона
3,2025-03-02 14:54:35.940610350,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,60 days 13:53:56.949853038,87233.94916421731,19545.9789463599,0.1549295774647887,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-03-03 09:48:04.193635602,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,61 days 08:47:25.202878290,88367.4200479715,1133.470883754184,0.1577464788732394,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
3,2025-03-03 19:48:38.002416612,Южно-Уральская,CV,"Ю-УР, ВЧДЭ-1 ЧЕЛЯБИНСК",2025,2024,61 days 18:47:59.011659300,88967.983527655,600.5634796835075,0.1605633802816901,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,,,,,,,road,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы
1,2025-03-07 16:32:45.030042234,Южно-Уральская,CSH,"Ю-УР, ШЧ-10 (Р)",2025,2024,65 days 15:32:06.039284922,94532.1006547487,5564.117127093705,0.1633802816901408,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,37,"7,08ч",0,,31,"2,02ч",road,Перегорание лампы линзового светофора
1,2025-03-08 00:29:02.674223160,Южно-Уральская,CSH,"Ю-УР, ШЧ-10 (Р)",2025,2024,65 days 23:28:23.683465848,95008.3947244308,476.2940696820879,0.1661971830985915,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,14,"2,67ч",3,"0,3ч",31,"1,1ч",road,Тонкий гребень колеса грузового вагона
1,2025-03-11 00:42:47.936133168,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,68 days 23:42:08.945375856,99342.1490895976,4333.754365166809,0.1690140845070422,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,8,"4,5ч",26,"1,63ч",5,"1,18ч",road,Тонкий гребень колеса грузового вагона
2,2025-03-11 04:50:43.366248420,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,69 days 03:50:04.375491108,99590.0729248518,247.92383525420155,0.1718309859154929,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,41,"24,65ч",26,"0,67ч",7,"1,55ч",road,Тонкий гребень колеса грузового вагона
1,2025-03-11 16:50:17.460065310,Южно-Уральская,CSH,"Ю-УР, ШЧ-4 (Э)",2025,2024,69 days 15:49:38.469307998,100309.6411551333,719.5682302814967,0.1746478873239436,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,10,"7,28ч",10,"0,97ч",18,"1,7ч",road,Тонкий гребень колеса грузового вагона
2,2025-03-11 20:27:52.015477584,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,69 days 19:27:13.024720272,100527.2170786712,217.5759235378937,0.1774647887323943,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,8,"10,2ч",0,,2,"0,73ч",road,Тонкий гребень колеса грузового вагона
1,2025-03-11 20:31:08.434561355,Южно-Уральская,CSH,"Ю-УР, ШЧ-8 (Э)",2025,2024,69 days 19:30:29.443804043,100530.4907300674,3.273651396200876,0.180281690140845,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,17,"7,47ч",9,"0,93ч",3,"1,22ч",road,Тонкий гребень колеса грузового вагона
2,2025-03-12 03:51:06.907374462,Южно-Уральская,CT,"Ю-УР, ШЧ-10 (Р)",2025,2024,70 days 02:50:27.916617150,100970.46527695251,439.9745468851179,0.1830985915492957,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,25,"1,63ч",16,"0,43ч",29,"9,12ч",road,Тонкий гребень колеса грузового вагона
2,2025-03-12 06:04:17.689012374,Южно-Уральская,CV,"Ю-УР, ШЧ-10 (Р)",2025,2024,70 days 05:03:38.698255062,101103.6449709177,133.1796939651831,0.1859154929577464,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,30,"6,08ч",25,"2,83ч",2,"1,95ч",road,Тонкий гребень колеса грузового вагона
1,2025-03-16 14:30:57.347996748,Южно-Уральская,CV,"Ю-УР, ШЧ-8 (Э)",2025,2024,74 days 13:30:18.357239436,107370.3059539906,6266.660983072914,0.1887323943661971,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,39,"1,08ч",4,"1,3ч",3,"1,07ч",road,Тонкий гребень колеса грузового вагона
3,2025-03-18 01:23:55.741853778,Южно-Уральская,CSH,"Ю-УР, ШЧ-13 (Р)",2025,2024,76 days 00:23:16.751096466,109463.2791849411,2092.9732309504907,0.1915492957746478,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона
1,2025-03-18 01:29:20.774551488,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,76 days 00:28:41.783794176,109468.6963965696,5.417211628489895,0.1943661971830985,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,5,"2,77ч",2,"3,58ч",31,"1,58ч",road,Неравномерный прокат по кругу катания колеса грузового вагона выше нормы
2,2025-03-18 07:38:48.978499794,Южно-Уральская,CV,"Ю-УР, ШЧ-4 (Э)",2025,2024,76 days 06:38:09.987742482,109838.16646237468,369.4700658051006,0.1971830985915492,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,41,"0,62ч",1,"8,77ч",3,"0,4ч",road,Тонкий гребень колеса грузового вагона
3,2025-03-19 10:37:27.905473116,Южно-Уральская,CSH,"Ю-УР, ШЧ-13 (Р)",2025,2024,77 days 09:36:48.914715804,111456.8152452634,1618.6487828887184,0.2,Весна,2,3,0.0006851635733915,0.0006851635733915,0.0020554907201745,29.59906637051538,0,0,,,,,,,road,Перегорание лампы линзового светофора
