CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE,REASON
1,2025-01-04 21:02:38.778294186,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,3 days 19:04:17.356376952,5464.2892729492005,458.0542702389012,0.010608598548297,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,34,"4,17ч",3,"1,05ч",2,"0,87ч",road,Плохой контакт зажимов линий СЦБ
1,2025-01-05 10:07:37.770661572,Октябрьская,CT,"ОКТ, ШЧ-12",2025,2024,4 days 08:09:16.348744338,6249.2724790723005,784.9832061231,0.0111669458403126,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,1,"0,35ч",2,"1,67ч",26,"0,97ч",road,Обрыв жил контрольного кабеля линий СЦБ
3,2025-01-05 13:07:26.145759012,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,4 days 11:09:04.723841778,6429.0787306963,179.80625162399974,0.0117252931323283,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Неисправность блока контроля напряжения
2,2025-01-05 17:07:31.699999074,Октябрьская,CV,"ОКТ, ШЧ-12",2025,2024,4 days 15:09:10.278081840,6669.171301364,240.09257066769987,0.0122836404243439,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,26,"8,27ч",16,"1,87ч",29,"1,65ч",road,"Лампы, перегорание основной нити"
3,2025-01-05 21:10:33.592539858,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,4 days 19:12:12.170622624,6912.2028437104,243.03154234639987,0.0128419877163595,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Обрыв жил контрольного кабеля линий СЦБ
2,2025-01-06 03:43:37.108541724,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,5 days 01:45:15.686624490,7305.2614437415,393.05860003110047,0.0134003350083752,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,35,"1,15ч",6,"2,1ч",18,"15,28ч",road,Неисправность блока контроля напряжения
3,2025-01-06 11:11:08.932948314,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,5 days 09:12:47.511031080,7752.791850518,447.5304067764992,0.0139586823003908,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Лампы, перегорание основной нити"
1,2025-01-06 11:18:17.078009837,Октябрьская,CT,"ОКТ, ИЧ-2 Ш",2025,2024,5 days 09:19:55.656092603,7759.927601543383,7.135751025383797,0.0145170295924064,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,18,"12,18ч",4,"2,08ч",11,"2,02ч",road,"Срабатывание, атмосферные перенапряжения"
3,2025-01-06 16:59:57.216291636,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,5 days 15:01:35.794374402,8101.596572906699,341.6689713633159,0.0150753768844221,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Неисправность блока контроля напряжения
1,2025-01-06 23:35:50.562354624,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,5 days 21:37:29.140437390,8497.4856739565,395.88910104980096,0.0156337241764377,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,0,,9,"0,77ч",10,"0,73ч",road,Плохой контакт зажимов линий СЦБ
2,2025-01-07 04:47:24.738336570,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,6 days 02:49:03.316419336,8809.0552736556,311.56959969909985,0.0161920714684533,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,11,"5,28ч",11,"2,1ч",24,"1,72ч",road,Обрыв жил контрольного кабеля линий СЦБ
2,2025-01-07 10:10:41.371353222,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,6 days 08:12:19.949435988,9132.3324905998,323.2772169441996,0.016750418760469,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,24,"11,57ч",2,"1,28ч",6,"1,28ч",road,Обрыв жил контрольного кабеля линий СЦБ
3,2025-01-07 10:21:37.143772380,Октябрьская,CV,"ОКТ, ШЧ-12",2025,2024,6 days 08:23:15.721855146,9143.2620309191,10.92954031930094,0.0173087660524846,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Срабатывание, атмосферные перенапряжения"
3,2025-01-07 12:52:25.891740600,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,6 days 10:54:04.469823366,9294.0744970561,150.81246613700023,0.0178671133445002,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Срабатывание, атмосферные перенапряжения"
3,2025-01-07 20:13:04.001831603,Октябрьская,CV,"ОКТ, ИЧ-2 Ш",2025,2024,6 days 18:14:42.579914369,9734.709665239485,440.635168183384,0.0184254606365159,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Срабатывание, атмосферные перенапряжения"
1,2025-01-08 07:55:39.675814152,Октябрьская,CT,"ОКТ, ШЧ-19",2025,2024,7 days 05:57:18.253896918,10437.3042316153,702.5945663758157,0.0189838079285315,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,24,"2,93ч",9,"1,87ч",8,"0,72ч",road,Плохой контакт зажимов линий СЦБ
2,2025-01-08 09:03:02.370395178,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,7 days 07:04:40.948477944,10504.6824746324,67.37824301709952,0.0195421552205471,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,0,,8,"2,27ч",29,"0,92ч",road,Неисправность блока контроля напряжения
2,2025-01-08 12:46:46.410830436,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,7 days 10:48:24.988913202,10728.4164818867,223.73400725429929,0.0201005025125628,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,51,"22,9ч",1,"1,88ч",69,"0,42ч",road,"Лампы, перегорание основной нити"
3,2025-01-08 19:48:26.044877094,Октябрьская,CT,"ОКТ, ШЧ-19",2025,2024,7 days 17:50:04.622959860,11150.077049331,421.6605674443017,0.0206588498045784,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Обрыв жил контрольного кабеля линий СЦБ
1,2025-01-09 01:49:15.641896974,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,7 days 23:50:54.219979740,11510.903666329,360.8266169979979,0.021217197096594,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,21,"4,98ч",8,"3,65ч",17,"0,68ч",road,"Лампы, перегорание основной нити"
3,2025-01-09 05:58:36.306836004,Октябрьская,CV,"ОКТ, ШЧ-11",2025,2024,8 days 04:00:14.884918770,11760.2480819795,249.3444156505011,0.0217755443886097,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Лампы, перегорание основной нити"
1,2025-01-09 06:03:28.924711158,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,8 days 04:05:07.502793924,11765.1250465654,4.876964585899259,0.0223338916806253,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,118,"16,2ч",4,"2,1ч",17,"0,5ч",road,Неисправность блока контроля напряжения
1,2025-01-09 11:36:07.605264359,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,8 days 09:37:46.183347125,12097.769722452083,332.6446758866841,0.0228922389726409,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,27,"3,2ч",2,"2,72ч",12,"2,03ч",road,Обрыв жил контрольного кабеля линий СЦБ
1,2025-01-09 17:59:40.449344910,Октябрьская,CSH,"ОКТ, ШЧ-12",2025,2024,8 days 16:01:19.027427676,12481.3171237946,383.5474013425173,0.0234505862646566,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,28,"49,9ч",25,"2,8ч",9,"5,7ч",road,"Лампы, перегорание основной нити"
2,2025-01-09 23:31:21.030672786,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,8 days 21:32:59.608755552,12812.9934792592,331.6763554645986,0.0240089335566722,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,41,"5,82ч",2,"1,57ч",13,"1,05ч",road,"Срабатывание, атмосферные перенапряжения"
2,2025-01-10 05:46:33.641302224,Октябрьская,CSH,"ОКТ, ШЧ-12",2025,2024,9 days 03:48:12.219384990,13188.2036564165,375.2101771573016,0.0245672808486878,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,10,"8,98ч",25,"0,5ч",4,"0,83ч",road,"Лампы, перегорание основной нити"
1,2025-01-10 08:12:16.244046323,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,9 days 06:13:54.822129089,13333.913702151483,145.7100457349825,0.0251256281407035,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,3,"13,08ч",4,"1,88ч",12,"0,1ч",road,Плохой контакт зажимов линий СЦБ
1,2025-01-11 06:04:10.525930182,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,10 days 04:05:49.104012948,14645.8184002158,1311.904698064316,0.0256839754327191,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,26,"2,37ч",0,,24,"2,98ч",road,Плохой контакт зажимов линий СЦБ
3,2025-01-11 12:24:56.327887860,Октябрьская,CSH,"ОКТ, ШЧ-12",2025,2024,10 days 10:26:34.905970626,15026.581766177102,380.7633659613021,0.0262423227247347,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Срабатывание, атмосферные перенапряжения"
1,2025-01-11 16:08:21.402173754,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,10 days 14:09:59.980256520,15249.999670942,223.41790476489768,0.0268006700167504,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,34,"13,75ч",14,"2,33ч",5,"2,87ч",road,"Срабатывание, атмосферные перенапряжения"
1,2025-01-12 03:51:40.407660468,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,11 days 01:53:18.985743234,15953.3164290539,703.3167581119014,0.027359017308766,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,18,"2,98ч",20,"0,78ч",24,"2,22ч",road,"Срабатывание, атмосферные перенапряжения"
2,2025-01-12 14:08:56.935713924,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,11 days 12:10:35.513796690,16570.591896611502,617.2754675576016,0.0279173646007816,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,35,"6,63ч",4,"0,5ч",3,"1,42ч",road,"Срабатывание, атмосферные перенапряжения"
1,2025-01-12 21:24:29.926597536,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,11 days 19:26:08.504680302,17006.1417446717,435.5498480601964,0.0284757118927973,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,16,"13,2ч",16,"2,38ч",13,"1,37ч",road,Обрыв жил контрольного кабеля линий СЦБ
3,2025-01-13 00:58:52.988501988,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,11 days 23:00:31.566584754,17220.5261097459,214.38436507420192,0.0290340591848129,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Плохой контакт зажимов линий СЦБ
1,2025-01-13 04:12:26.984862924,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,12 days 02:14:05.562945690,17414.0927157615,193.5666060156,0.0295924064768285,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,14,"21,53ч",10,"1,08ч",26,"3,97ч",road,"Лампы, перегорание основной нити"
2,2025-01-13 05:55:27.961411248,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,12 days 03:57:06.539494014,17517.108991566904,103.01627580540298,0.0301507537688442,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,29,"4,15ч",2,"0,58ч",30,"2,35ч",road,Плохой контакт зажимов линий СЦБ
2,2025-01-13 07:10:07.679776517,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,12 days 05:11:46.257859283,17591.770964321382,74.66197275447848,0.0307091010608598,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,8,"10,32ч",8,"3,17ч",25,"0,65ч",road,Неисправность блока контроля напряжения
2,2025-01-13 10:15:45.613765380,Октябрьская,CV,"ОКТ, ШЧ-11",2025,2024,12 days 08:17:24.191848146,17777.4031974691,185.6322331477168,0.0312674483528754,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,22,"5,53ч",16,"0,57ч",69,"3,9ч",road,Плохой контакт зажимов линий СЦБ
3,2025-01-13 13:58:37.659255762,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,12 days 12:00:16.237338528,18000.2706223088,222.8674248397001,0.0318257956448911,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Неисправность блока контроля напряжения
2,2025-01-13 15:11:06.439657158,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,12 days 13:12:45.017739924,18072.7502956654,72.47967335659996,0.0323841429369067,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,20,"2,18ч",10,"1,52ч",10,"3,72ч",road,Обрыв жил контрольного кабеля линий СЦБ
1,2025-01-14 02:12:29.664207312,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,13 days 00:14:08.242290078,18734.1373715013,661.3870758359008,0.0329424902289223,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,23,"13,22ч",9,"2,37ч",69,"2,98ч",road,Обрыв жил контрольного кабеля линий СЦБ
1,2025-01-14 05:43:06.155211576,Октябрьская,CT,"ОКТ, ШЧ-21",2025,2024,13 days 03:44:44.733294342,18944.745554905698,210.608183404398,0.033500837520938,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,3,"10,17ч",16,"1,25ч",17,"0,62ч",road,Плохой контакт зажимов линий СЦБ
1,2025-01-14 08:56:20.628214470,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,13 days 06:57:59.206297236,19137.9867716206,193.24121671490136,0.0340591848129536,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,8,"8,9ч",14,"0,5ч",10,"1,38ч",road,Неисправность блока контроля напряжения
3,2025-01-14 11:24:12.492150210,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,13 days 09:25:51.070232976,19285.8511705496,147.86439892899944,0.0346175321049692,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Неисправность блока контроля напряжения
3,2025-01-14 11:39:40.306250010,Октябрьская,CSH,"ОКТ, ШЧ-19",2025,2024,13 days 09:41:18.884332776,19301.3147388796,15.463568330003907,0.0351758793969849,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Лампы, перегорание основной нити"
1,2025-01-14 20:52:56.165723730,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,13 days 18:54:34.743806496,19854.5790634416,553.2643245619984,0.0357342266890005,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,27,"24,08ч",8,"6,07ч",0,,road,"Срабатывание, атмосферные перенапряжения"
1,2025-01-14 22:31:28.858642176,Октябрьская,CSH,"ОКТ, ШЧ-12",2025,2024,13 days 20:33:07.436724942,19953.1239454157,98.54488197409955,0.0362925739810161,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,37,"2,38ч",8,"0,52ч",30,"0,13ч",road,Неисправность блока контроля напряжения
3,2025-01-15 02:57:19.616264754,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,14 days 00:58:58.194347520,20218.969905792,265.8459603762967,0.0368509212730318,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Лампы, перегорание основной нити"
3,2025-01-15 06:59:00.945900282,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,14 days 05:00:39.523983048,20460.6587330508,241.68882725880397,0.0374092685650474,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,"Лампы, перегорание основной нити"
3,2025-01-15 10:46:01.253595060,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,14 days 08:47:39.831677826,20687.663861297096,227.0051282462955,0.037967615857063,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Плохой контакт зажимов линий СЦБ
2,2025-01-15 13:58:49.770739134,Октябрьская,CT,"ОКТ, ИЧ-2 Ш",2025,2024,14 days 12:00:28.348821900,20880.472480365,192.808619067906,0.0385259631490787,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,55,"5,28ч",9,"2,5ч",24,"0,23ч",road,Обрыв жил контрольного кабеля линий СЦБ
1,2025-01-15 14:50:34.726923216,Октябрьская,CT,"ОКТ, ШЧ-21",2025,2024,14 days 12:52:13.305005982,20932.2217500997,51.74926973469701,0.0390843104410943,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,33,"15,22ч",14,"1,48ч",13,"0,57ч",road,"Срабатывание, атмосферные перенапряжения"
2,2025-01-15 16:15:42.425575818,Октябрьская,CSH,"ОКТ, ШЧ-11",2025,2024,14 days 14:17:21.003658584,21017.3500609764,85.12831087670202,0.0396426577331099,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,12,"8,78ч",2,"0,77ч",3,"2,77ч",road,Неисправность блока контроля напряжения
2,2025-01-15 19:27:41.185440096,Октябрьская,CSH,"ОКТ, ШЧ-12",2025,2024,14 days 17:29:19.763522862,21209.3293920477,191.97933107129936,0.0402010050251256,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,1,"11,32ч",11,"1,98ч",12,"1,67ч",road,"Срабатывание, атмосферные перенапряжения"
3,2025-01-16 02:10:16.198153956,Октябрьская,CSH,"ОКТ, ИЧ-2 Ш",2025,2024,15 days 00:11:54.776236722,21611.9129372787,402.5835452309984,0.0407593523171412,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road,Плохой контакт зажимов линий СЦБ
1,2025-01-16 04:36:28.099168428,Октябрьская,CSH,"ОКТ, ШЧ-21",2025,2024,15 days 02:38:06.677251194,21758.1112875199,146.1983502412004,0.0413176996091569,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,41,"25,63ч",20,"5,3ч",50,"2,87ч",road,Неисправность блока контроля напряжения
